,train,val,test
3801,C3N-01534-27,,
3802,C3N-03221-24,,
3803,C3L-05501-23,,
3804,C3N-03214-23,,
3805,C3L-01883-22,,
3806,C3N-03615-21,,
3807,C3L-01059-25,,
3808,C3N-03236-23,,
3809,C3L-04492-22,,
3810,C3L-02533-22,,
3811,C3N-02334-26,,
3812,C3N-00853-22,,
3813,C3N-04164-24,,
3814,C3N-03221-25,,
3815,C3N-03208-23,,
3816,C3N-02038-22,,
3817,C3L-04202-24,,
3818,C3N-00855-21,,
3819,C3N-01532-22,,
3820,C3L-05856-22,,
3821,C3L-04492-21,,
3822,C3L-04202-26,,
3823,C3N-03615-26,,
3824,C3N-01534-21,,
3825,C3L-03166-22,,
3826,C3L-03641-22,,
3827,C3N-03615-22,,
3828,C3L-02213-21,,
3829,C3N-00843-23,,
3830,C3L-01059-27,,
3831,C3L-05041-22,,
3832,C3L-02103-22,,
3833,C3L-05505-24,,
3834,C3N-03489-23,,
3835,C3N-03236-26,,
3836,C3N-00855-23,,
3837,C3L-03200-22,,
3838,C3L-01706-24,,
3839,C3N-03489-22,,
3840,C3N-01534-22,,
3841,C3L-01551-22,,
3842,C3L-02103-24,,
3843,C3L-01056-21,,
3844,C3N-03227-21,,
3845,C3L-02630-22,,
3846,C3L-03960-22,,
3847,C3N-03232-26,,
3848,C3N-00754-23,,
3849,C3L-02359-23,,
3850,C3L-04725-25,,
3851,C3L-06162-22,,
3852,C3L-01883-23,,
3853,C3L-05852-21,,
3854,C3L-05564-24,,
3855,C3L-01574-22,,
3856,C3N-03230-23,,
3857,C3L-03253-22,,
3858,C3L-06162-24,,
3859,C3L-04349-23,,
3860,C3L-02103-25,,
3861,C3L-05501-22,,
3862,C3N-02034-22,,
3863,C3L-03953-21,,
3864,C3L-01601-26,,
3865,C3L-04204-25,,
3866,C3N-02034-26,,
3867,C3N-00171-24,,
3868,C3N-04158-22,,
3869,C3L-01883-21,,
3870,C3N-02334-22,,
3871,C3L-04204-24,,
3872,C3L-01914-22,,
3873,C3L-02359-26,,
3874,C3N-00853-21,,
3875,C3L-01914-23,,
3876,C3L-05501-24,,
3877,C3L-04203-27,,
3878,C3L-04725-21,,
3879,C3N-01523-22,,
3880,C3N-04158-26,,
3881,C3L-01601-22,,
3882,C3N-03087-23,,
3883,C3L-03641-24,,
3884,C3N-03914-23,,
3885,C3N-00171-23,,
3886,C3L-05023-25,,
3887,C3L-01466-21,,
3888,C3L-03647-22,,
3889,C3L-02846-22,,
3890,C3L-03647-26,,
3891,C3N-02722-26,,
3892,C3N-03227-22,,
3893,C3N-00754-24,,
3894,C3N-03068-22,,
3895,C3L-04349-24,,
3896,C3N-02038-21,,
3897,C3L-04203-21,,
3898,C3L-02359-21,,
3899,C3L-01914-21,,
3900,C3L-05505-22,,
3901,C3N-00645-27,,
3902,C3N-03096-22,,
3903,C3L-05856-21,,
3904,C3L-00029-21,,
3905,C3N-02340-22,,
3906,C3L-05023-24,,
3907,C3L-00564-22,,
3908,C3L-04202-21,,
3909,C3N-02722-23,,
3910,C3L-05023-22,,
3911,C3N-02334-23,,
3912,C3N-03096-24,,
3913,C3N-03221-26,,
3914,C3N-00754-21,,
3915,C3L-05852-24,,
3916,C3N-02064-23,,
3917,C3N-02034-21,,
3918,C3L-05564-21,,
3919,C3L-05505-25,,
3920,C3L-00035-21,,
3921,C3N-00853-23,,
3922,C3N-03489-26,,
3923,C3L-03960-21,,
3924,C3L-01056-26,,
3925,C3L-04725-22,,
3926,C3N-01534-26,,
3927,C3L-00567-26,,
3928,C3L-06162-23,,
3929,C3N-03230-21,,
3930,C3L-05564-22,,
3931,C3N-01534-23,,
3932,C3L-03641-21,,
3933,C3N-03096-23,,
3934,C3L-03641-23,,
3935,C3N-02722-24,,
3936,C3N-00645-21,,
3937,C3L-03641-25,,
3938,C3L-02846-21,,
3939,C3N-04164-21,,
3940,C3N-00843-21,,
3941,C3L-04492-23,,
3942,C3L-01038-21,,
3943,C3L-00564-21,,
3944,C3N-02064-26,,
3945,C3N-01535-22,,
3946,C3N-00645-24,,
3947,C3L-00035-26,,
3948,C3L-02203-22,,
3949,C3L-05041-21,,
3950,C3L-04349-25,,
3951,C3L-02213-22,,
3952,C3N-03068-23,,
3953,C3N-00754-25,,
3954,C3N-02722-22,,
3955,C3L-05505-21,,
3956,C3L-01574-27,,
3957,C3L-03196-21,,
3958,C3N-03615-23,,
3959,C3L-05023-26,,
3960,C3L-04349-21,,
3961,C3L-00567-22,,
3962,C3L-00564-23,,
3963,C3N-03230-26,,
3964,C3N-01535-23,,
3965,C3N-04158-21,,
3966,C3L-02851-22,,
3967,C3N-03208-22,,
3968,C3N-00853-26,,
3969,C3N-02934-22,,
3970,C3N-03096-21,,
3971,C3L-02630-21,,
3972,C3L-04201-21,,
3973,C3N-03096-28,,
3974,C3L-05501-21,,
3975,C3L-03641-26,,
3976,C3N-00855-22,,
3977,C3N-03236-22,,
3978,C3N-03232-22,,
3979,C3N-01523-26,,
3980,C3N-03914-26,,
3981,C3N-00855-26,,
3982,C3N-03232-23,,
3983,C3N-03087-22,,
3984,C3L-02630-23,,
3985,C3N-02064-21,,
3986,C3N-03208-21,,
3987,C3N-00171-27,,
3988,C3L-01056-27,,
3989,C3L-03403-26,,
3990,C3N-03232-21,,
3991,C3N-01002-25,,
3992,C3L-03253-21,,
3993,C3L-03198-21,,
3994,C3N-02034-23,,
3995,C3N-02942-21,,
3996,C3L-03366-23,,
3997,C3N-00754-22,,
3998,C3N-03087-21,,
3999,C3L-03647-24,,
4000,C3L-03647-23,,
4001,C3L-03166-21,,
4002,C3L-01574-24,,
4003,C3N-01532-23,,
4004,C3L-04725-24,,
4005,C3L-04492-24,,
4006,C3N-02934-23,,
4007,C3N-03230-22,,
4008,C3L-02533-24,,
4009,C3N-03221-22,,
4010,C3N-03236-21,,
4011,C3N-02340-23,,
4012,C3N-00171-26,,
4013,C3N-00171-21,,
4014,C3L-04203-24,,
4015,C3N-00645-22,,
4016,C3L-05564-23,,
4017,C3N-01532-26,,
4018,C3N-03096-25,,
4019,C3L-01574-28,,
4020,C3N-03914-22,,
4021,C3L-05507-27,,
4022,C3N-00843-26,,
4023,C3L-01574-23,,
4024,C3L-03366-26,,
4025,C3L-03196-22,,
4026,C3L-03366-25,,
4027,C3N-00875-21,,
4028,C3N-00645-23,,
4029,C3N-03214-22,,
4030,C3N-03096-26,,
4031,C3L-04349-22,,
4032,C3L-01601-21,,
4033,C3N-02934-21,,
4034,C3N-03068-21,,
4035,C3N-03227-26,,
4036,C3L-03551-21,,
4037,C3L-02851-21,,
4038,C3L-04492-26,,
4039,C3L-02630-25,,
4040,C3L-05507-28,,
4041,C3L-02359-22,,
4042,C3N-02334-21,,
4043,C3L-01574-25,,
4044,C3L-04725-23,,
4045,C3L-05023-23,,
4046,C3N-04164-23,,
4047,C3N-02038-23,,
4048,C3N-03489-21,,
4049,C3L-04201-27,,
4050,C3L-01064-25,,
4051,C3L-02545-23,,
4052,C3L-02802-21,,
4053,C3L-01633-22,,
4054,C3N-01346-23,,
4055,C3N-02244-25,,
4056,C3L-00563-22,,
4057,C3N-01079-24,,
4058,C3N-01510-23,,
4059,C3N-02030-26,,
4060,C3N-01003-21,,
4061,C3L-00145-26,,
4062,C3N-01219-26,,
4063,C3L-02741-23,,
4064,C3L-02119-21,,
4065,C3N-00324-25,,
4066,C3N-00858-21,,
4067,C3N-01830-21,,
4068,C3N-01342-22,,
4069,C3L-03589-23,,
4070,C3N-00326-26,,
4071,C3N-02678-21,,
4072,C3L-00921-22,,
4073,C3N-02436-22,,
4074,C3N-00377-25,,
4075,C3L-00361-26,,
4076,C3N-01764-25,,
4077,C3L-02216-21,,
4078,C3N-01843-21,,
4079,C3L-01282-26,,
4080,C3N-01880-25,,
4081,C3N-00836-21,,
4082,C3N-02978-22,,
4083,C3N-00520-21,,
4084,C3N-00880-23,,
4085,C3N-02437-21,,
4086,C3L-03467-21,,
4087,C3N-00326-24,,
4088,C3L-00157-22,,
4089,C3L-00098-22,,
4090,C3N-00753-27,,
4091,C3N-00339-23,,
4092,C3L-02894-22,,
4093,C3N-00377-21,,
4094,C3N-01349-22,,
4095,C3N-02296-22,,
4096,C3N-01520-22,,
4097,C3N-01874-23,,
4098,C3L-02800-21,,
4099,C3L-00358-22,,
4100,C3L-02119-28,,
4101,C3N-01521-26,,
4102,C3L-02403-21,,
4103,C3L-00781-24,,
4104,C3N-01007-21,,
4105,C3N-02437-27,,
4106,C3L-02557-22,,
4107,C3L-00161-27,,
4108,C3N-02678-22,,
4109,C3N-00755-24,,
4110,C3L-01355-21,,
4111,C3N-01843-22,,
4112,C3L-02403-22,,
4113,C3L-01967-22,,
4114,C3N-01172-21,,
4115,C3L-00137-26,,
4116,C3L-00156-21,,
4117,C3N-01821-26,,
4118,C3L-01604-22,,
4119,C3L-02990-21,,
4120,C3N-02635-22,,
4121,C3L-00905-22,,
4122,C3N-02972-22,,
4123,C3N-02028-22,,
4124,C3N-01212-21,,
4125,C3N-01211-27,,
4126,C3N-02062-22,,
4127,C3L-01633-23,,
4128,C3L-02747-23,,
4129,C3L-02408-21,,
4130,C3N-00328-21,,
4131,C3N-01875-21,,
4132,C3N-00334-23,,
4133,C3N-00339-21,,
4134,C3L-02953-21,,
4135,C3N-00847-21,,
4136,C3L-00449-21,,
4137,C3L-02347-26,,
4138,C3L-03264-24,,
4139,C3N-00335-28,,
4140,C3L-01247-21,,
4141,C3N-00328-28,,
4142,C3N-00151-22,,
4143,C3N-00321-27,,
4144,C3L-00961-22,,
4145,C3L-02990-25,,
4146,C3N-00151-23,,
4147,C3N-00155-27,,
4148,C3N-00866-22,,
4149,C3L-00090-21,,
4150,C3N-01873-21,,
4151,C3L-01833-22,,
4152,C3N-00151-26,,
4153,C3N-00337-23,,
4154,C3L-00781-28,,
4155,C3N-03044-26,,
4156,C3N-02061-26,,
4157,C3N-02979-21,,
4158,C3N-01802-21,,
4159,C3N-01346-25,,
4160,C3N-00866-24,,
4161,C3N-00377-24,,
4162,C3L-00156-22,,
4163,C3L-02382-30,,
4164,C3N-02947-23,,
4165,C3N-02639-21,,
4166,C3N-02298-25,,
4167,C3N-01848-23,,
4168,C3N-02637-25,,
4169,C3N-01537-26,,
4170,C3N-02244-21,,
4171,C3L-02354-21,,
4172,C3N-00339-24,,
4173,C3N-00732-23,,
4174,C3N-01880-23,,
4175,C3L-05848-21,,
4176,C3L-02389-22,,
4177,C3N-00155-22,,
4178,C3N-00389-26,,
4179,C3L-02357-21,,
4180,C3L-00963-22,,
4181,C3N-02027-21,,
4182,C3L-02449-26,,
4183,C3N-02244-22,,
4184,C3L-01304-22,,
4185,C3L-02121-22,,
4186,C3N-00386-22,,
4187,C3N-00732-26,,
4188,C3N-00389-21,,
4189,C3N-02028-21,,
4190,C3L-00961-21,,
4191,C3N-00386-21,,
4192,C3L-02119-22,,
4193,C3N-00750-30,,
4194,C3N-01830-26,,
4195,C3L-01284-21,,
4196,C3N-00321-28,,
4197,C3L-00946-21,,
4198,C3L-02382-27,,
4199,C3N-00753-29,,
4200,C3L-02746-24,,
4201,C3N-01765-21,,
4202,C3N-00743-24,,
4203,C3N-02012-21,,
4204,C3L-02382-28,,
4205,C3L-01967-21,,
4206,C3N-00520-25,,
4207,C3N-00860-24,,
4208,C3N-01529-21,,
4209,C3N-00322-24,,
4210,C3L-00943-21,,
4211,C3L-00947-22,,
4212,C3L-00770-22,,
4213,C3L-02746-23,,
4214,C3N-01079-22,,
4215,C3L-01631-26,,
4216,C3L-01246-22,,
4217,C3N-00858-25,,
4218,C3N-01874-25,,
4219,C3L-01967-24,,
4220,C3L-02119-27,,
4221,C3L-02746-21,,
4222,C3L-00932-21,,
4223,C3L-01253-22,,
4224,C3N-00334-27,,
4225,C3L-00938-21,,
4226,C3L-02384-22,,
4227,C3L-02389-21,,
4228,C3L-02802-23,,
4229,C3L-01729-21,,
4230,C3L-01282-21,,
4231,C3L-00362-22,,
4232,C3N-00732-21,,
4233,C3N-02030-22,,
4234,C3L-01967-26,,
4235,C3L-02468-26,,
4236,C3L-00139-21,,
4237,C3L-00601-22,,
4238,C3N-01525-22,,
4239,C3L-05848-24,,
4240,C3L-00161-22,,
4241,C3L-01275-22,,
4242,C3N-00339-22,,
4243,C3N-01212-22,,
4244,C3N-01877-25,,
4245,C3N-00155-23,,
4246,C3L-03152-21,,
4247,C3L-00767-22,,
4248,C3N-02372-23,,
4249,C3N-00520-23,,
4250,C3N-00337-26,,
4251,C3N-00850-21,,
4252,C3N-01212-26,,
4253,C3N-01219-23,,
4254,C3L-02392-22,,
4255,C3N-00850-26,,
4256,C3N-02972-27,,
4257,C3L-02448-21,,
4258,C3L-01639-21,,
4259,C3N-00520-22,,
4260,C3N-01079-26,,
4261,C3N-02027-26,,
4262,C3N-03767-21,,
4263,C3N-01529-26,,
4264,C3N-00753-30,,
4265,C3N-00729-21,,
4266,C3L-01925-22,,
4267,C3L-00898-26,,
4268,C3L-00413-26,,
4269,C3L-02744-21,,
4270,C3L-02347-22,,
4271,C3L-02357-23,,
4272,C3N-00859-21,,
4273,C3L-01304-26,,
4274,C3L-01249-22,,
4275,C3L-02602-23,,
4276,C3N-00328-22,,
4277,C3N-01003-25,,
4278,C3L-00356-21,,
4279,C3L-02125-24,,
4280,C3N-00872-25,,
4281,C3N-02636-25,,
4282,C3N-00755-21,,
4283,C3N-01526-21,,
4284,C3L-00771-21,,
4285,C3L-00898-23,,
4286,C3N-01876-25,,
4287,C3L-00161-21,,
4288,C3N-01871-25,,
4289,C3L-02121-27,,
4290,C3N-02337-22,,
4291,C3L-01744-22,,
4292,C3L-01840-23,,
4293,C3L-00145-22,,
4294,C3N-01521-22,,
4295,C3L-01304-21,,
4296,C3L-02557-21,,
4297,C3N-01510-26,,
4298,C3N-00200-21,,
4299,C3N-02247-21,,
4300,C3L-01256-22,,
4301,C3N-01217-23,,
4302,C3N-01525-23,,
4303,C3N-00324-24,,
4304,C3N-02947-22,,
4305,C3N-00836-24,,
4306,C3L-02744-24,,
4307,C3N-00334-25,,
4308,C3N-00151-24,,
4309,C3L-01864-26,,
4310,C3L-01355-22,,
4311,C3N-01526-22,,
4312,C3L-02382-29,,
4313,C3N-01217-26,,
4314,C3N-02976-26,,
4315,C3N-00850-22,,
4316,C3L-02411-25,,
4317,C3N-02061-21,,
4318,C3N-01211-23,,
4319,C3L-05571-21,,
4320,C3L-01864-23,,
4321,C3N-00326-21,,
4322,C3N-00386-23,,
4323,C3L-02468-24,,
4324,C3N-02062-26,,
4325,C3N-00334-28,,
4326,C3L-00086-21,,
4327,C3L-02119-25,,
4328,C3N-03044-25,,
4329,C3L-00362-21,,
4330,C3L-01749-21,,
4331,C3L-02802-24,,
4332,C3L-00601-26,,
4333,C3N-01267-24,,
4334,C3N-01875-22,,
4335,C3L-02119-24,,
4336,C3N-02595-25,,
4337,C3L-00145-21,,
4338,C3N-00340-26,,
4339,C3N-01526-23,,
4340,C3N-01267-22,,
4341,C3L-02354-22,,
4342,C3N-01521-21,,
4343,C3N-02947-21,,
4344,C3L-02747-21,,
4345,C3L-00781-26,,
4346,C3L-02747-22,,
4347,C3L-01639-26,,
4348,C3N-02027-23,,
4349,C3L-02545-26,,
4350,C3L-01599-26,,
4351,C3N-00337-28,,
4352,C3L-05849-22,,
4353,C3L-02353-21,,
4354,C3N-02632-26,,
4355,C3N-02244-23,,
4356,C3L-02125-26,,
4357,C3L-00942-21,,
4358,C3N-00337-22,,
4359,C3L-00563-23,,
4360,C3N-00388-21,,
4361,C3L-01668-21,,
4362,C3L-03152-22,,
4363,C3N-00340-24,,
4364,C3L-02545-22,,
4365,C3N-00379-23,,
4366,C3N-00326-28,,
4367,C3N-00858-24,,
4368,C3L-03264-26,,
4369,C3N-00335-24,,
4370,C3N-00326-27,,
4371,C3N-03044-22,,
4372,C3N-02253-26,,
4373,C3N-00326-25,,
4374,C3L-01664-22,,
4375,C3N-01537-21,,
4376,C3L-02990-27,,
4377,C3N-00386-27,,
4378,C3N-02372-21,,
4379,C3N-00328-27,,
4380,C3L-03264-21,,
4381,C3N-02598-23,,
4382,C3L-02125-25,,
4383,C3N-01001-23,,
4384,C3L-01633-21,,
4385,C3N-01267-26,,
4386,C3L-05849-21,,
4387,C3L-00780-22,,
4388,C3L-02448-26,,
4389,C3N-02302-22,,
4390,C3N-01008-22,,
4391,C3L-02602-26,,
4392,C3L-02744-22,,
4393,C3L-00946-22,,
4394,C3L-01664-26,,
4395,C3L-01252-21,,
4396,C3L-00008-26,,
4397,C3N-02249-24,,
4398,C3L-00781-23,,
4399,C3L-02802-25,,
4400,C3L-00942-22,,
4401,C3N-00388-23,,
4402,C3L-02125-28,,
4403,C3L-02602-21,,
4404,C3L-00006-21,,
4405,C3L-00767-21,,
4406,C3L-00586-26,,
4407,C3N-02947-26,,
4408,C3N-01873-25,,
4409,C3N-00322-26,,
4410,C3L-00136-23,,
4411,C3L-01864-21,,
4412,C3L-01311-21,,
4413,C3L-02408-25,,
4414,C3L-01307-26,,
4415,C3N-00383-28,,
4416,C3N-00379-26,,
4417,C3N-01217-22,,
4418,C3N-02028-26,,
4419,C3L-00898-24,,
4420,C3N-00322-27,,
4421,C3N-00335-25,,
4422,C3L-02357-26,,
4423,C3N-00850-23,,
4424,C3N-00743-21,,
4425,C3N-00333-26,,
4426,C3L-02409-21,,
4427,C3N-00321-26,,
4428,C3L-05571-26,,
4429,C3L-03594-24,,
4430,C3L-00780-23,,
4431,C3N-00389-27,,
4432,C3N-00743-23,,
4433,C3N-00326-23,,
4434,C3L-00586-23,,
4435,C3L-02746-25,,
4436,C3N-00324-22,,
4437,C3N-00335-23,,
4438,C3N-00389-22,,
4439,C3L-01277-22,,
4440,C3N-00847-23,,
4441,C3N-00847-26,,
4442,C3N-00866-21,,
4443,C3N-00324-21,,
4444,C3N-00155-26,,
4445,C3N-00335-21,,
4446,C3N-01765-25,,
4447,C3N-00321-23,,
4448,C3L-05571-22,,
4449,C3N-00339-28,,
4450,C3L-00362-26,,
4451,C3N-00858-23,,
4452,C3L-02347-21,,
4453,C3L-02411-22,,
4454,C3L-00563-26,,
4455,C3N-00333-22,,
4456,C3N-00755-23,,
4457,C3N-00321-22,,
4458,C3N-00734-23,,
4459,C3L-00586-22,,
4460,C3N-02062-21,,
4461,C3L-02121-23,,
4462,C3N-01847-26,,
4463,C3L-01311-26,,
4464,C3L-01312-22,,
4465,C3N-00151-21,,
4466,C3L-03589-24,,
4467,C3L-02216-26,,
4468,C3N-01525-21,,
4469,C3L-00769-21,,
4470,C3N-00388-26,,
4471,C3L-01739-22,,
4472,C3N-00334-26,,
4473,C3L-01312-26,,
4474,C3L-01252-22,,
4475,C3L-02802-22,,
4476,C3L-01732-22,,
4477,C3N-00858-22,,
4478,C3N-01878-22,,
4479,C3N-02436-26,,
4480,C3N-01521-23,,
4481,C3N-02061-23,,
4482,C3N-01211-22,,
4483,C3N-00323-27,,
4484,C3L-01833-21,,
4485,C3L-02990-23,,
4486,C3N-02372-26,,
4487,C3L-01064-22,,
4488,C3L-00032-26,,
4489,C3L-01631-23,,
4490,C3L-02802-26,,
4491,C3L-02399-21,,
4492,C3L-01307-21,,
4493,C3L-02121-26,,
4494,C3L-01739-21,,
4495,C3N-00743-22,,
4496,C3L-02468-22,,
4497,C3N-00328-23,,
4498,C3L-00898-22,,
4499,C3N-00322-28,,
4500,C3L-00780-27,,
4501,C3L-00605-21,,
4502,C3N-00383-25,,
4503,C3N-00323-28,,
4504,C3L-02119-23,,
4505,C3N-01079-27,,
4506,C3N-00337-25,,
4507,C3L-01355-23,,
4508,C3N-00200-22,,
4509,C3L-01275-21,,
4510,C3N-02437-22,,
4511,C3N-00388-22,,
4512,C3N-00340-23,,
4513,C3N-02030-21,,
4514,C3N-02027-22,,
4515,C3L-01732-21,,
4516,C3L-00769-22,,
4517,C3N-01349-21,,
4518,C3N-02437-26,,
4519,C3N-02636-22,,
4520,C3N-01848-22,,
4521,C3N-00151-27,,
4522,C3N-01267-21,,
4523,C3L-05849-24,,
4524,C3L-01925-23,,
4525,C3N-00383-23,,
4526,C3N-00322-23,,
4527,C3N-03415-21,,
4528,C3L-03143-26,,
4529,C3L-02468-21,,
4530,C3L-00156-26,,
4531,C3N-02976-22,,
4532,C3N-01537-22,,
4533,C3L-02449-21,,
4534,C3N-01525-26,,
4535,C3N-01341-22,,
4536,C3L-00962-22,,
4537,C3L-01307-23,,
4538,C3L-03467-24,,
4539,C3N-00328-24,,
4540,C3N-01211-21,,
4541,C3N-02972-23,,
4542,C3N-00155-24,,
4543,C3L-02557-26,,
4544,C3N-02253-30,,
4545,C3N-02595-22,,
4546,C3L-02121-25,,
4547,C3N-02789-21,,
4548,C3N-00383-27,,
4549,C3N-00340-21,,
4550,C3N-02337-26,,
4551,C3L-01249-21,,
4552,C3N-01001-25,,
4553,C3N-02337-23,,
4554,C3N-01171-21,,
4555,C3N-02247-25,,
4556,C3N-02436-27,,
4557,C3L-00006-26,,
4558,C3L-00898-28,,
4559,C3N-02436-21,,
4560,C3L-01664-23,,
4561,C3L-02412-23,,
4562,C3N-01510-27,,
4563,C3N-03044-21,,
4564,C3N-00520-24,,
4565,C3L-01246-21,,
4566,C3N-00859-25,,
4567,C3L-01664-21,,
4568,C3N-03044-24,,
4569,C3N-00848-26,,
4570,C3N-01848-26,,
4571,C3N-02274-26,,
4572,C3L-02953-26,,
4573,C3L-03594-21,,
4574,C3N-01821-22,,
4575,C3N-01765-24,,
4576,C3L-02990-22,,
4577,C3N-00324-28,,
4578,C3L-01253-21,,
4579,C3L-00358-26,,
4580,C3L-02119-26,,
4581,C3N-02062-23,,
4582,C3L-00771-22,,
4583,C3L-00918-21,,
4584,C3L-00136-26,,
4585,C3N-02253-27,,
4586,C3N-00386-26,,
4587,C3N-00334-24,,
4588,C3L-02408-27,,
4589,C3L-01274-21,,
4590,C3N-00866-23,,
4591,C3L-00086-26,,
4592,C3L-00361-21,,
4593,C3L-00780-25,,
4594,C3N-02302-27,,
4595,C3N-01878-21,,
4596,C3N-02028-23,,
4597,C3L-00770-21,,
4598,C3N-01825-22,,
4599,C3L-02409-23,,
4600,C3N-02639-22,,
4601,C3L-00161-24,,
4602,C3L-01312-21,,
4603,C3N-01520-23,,
4604,C3N-01821-23,,
4605,C3N-03005-23,,
4606,C3N-02298-22,,
4607,C3L-00358-21,,
4608,C3L-02409-27,,
4609,C3N-01843-23,,
4610,C3L-00137-23,,
4611,C3N-01848-21,,
4612,C3N-00337-27,,
4613,C3N-01875-25,,
4614,C3N-02372-22,,
4615,C3L-02412-25,,
4616,C3L-02392-21,,
4617,C3L-03143-21,,
4618,C3L-01604-23,,
4619,C3L-03264-25,,
4620,C3L-00938-22,,
4621,C3N-01526-26,,
4622,C3N-00389-24,,
4623,C3N-00326-22,,
4624,C3L-01604-26,,
4625,C3N-00339-25,,
4626,C3N-02030-23,,
4627,C3L-02411-24,,
4628,C3N-01825-26,,
4629,C3L-01668-26,,
4630,C3N-02632-25,,
4631,C3N-00337-21,,
4632,C3L-02602-22,,
4633,C3L-01355-24,,
4634,C3L-01307-22,,
4635,C3N-00388-24,,
4636,C3L-02125-27,,
4637,C3L-00161-28,,
4638,C3L-01864-22,,
4639,C3L-01604-21,,
4640,C3L-00449-26,,
4641,C3L-01248-21,,
4642,C3L-02395-21,,
4643,C3N-02637-21,,
4644,C3N-01878-25,,
4645,C3L-02412-27,,
4646,C3N-00323-21,,
4647,C3N-00322-25,,
4648,C3L-02121-28,,
4649,C3N-00339-27,,
4650,C3L-00781-22,,
4651,C3N-00383-24,,
4652,C3L-02744-23,,
4653,C3N-01537-23,,
4654,C3N-01219-21,,
4655,C3L-01633-26,,
4656,C3N-00322-21,,
4657,C3N-01843-26,,
4658,C3N-00323-25,,
4659,C3N-00383-26,,
4660,C3N-00323-22,,
4661,C3N-00339-26,,
4662,C3N-02436-23,,
4663,C3N-00335-26,,
4664,C3L-03589-21,,
4665,C3L-00780-24,,
4666,C3N-00324-27,,
4667,C3L-01913-21,,
4668,C3N-00750-29,,
4669,C3L-02382-26,,
4670,C3L-00563-21,,
4671,C3L-01064-23,,
4672,C3L-00605-26,,
4673,C3L-00781-21,,
4674,C3L-01064-21,,
4675,C3N-00323-26,,
4676,C3L-00413-21,,
4677,C3N-00155-21,,
4678,C3N-02274-21,,
4679,C3L-00905-21,,
4680,C3N-00753-28,,
4681,C3L-02990-28,,
4682,C3N-02302-21,,
4683,C3N-02947-27,,
4684,C3N-00333-27,,
4685,C3N-01267-23,,
4686,C3L-01257-21,,
4687,C3N-01217-21,,
4688,C3L-01284-22,,
4689,C3L-02412-21,,
4690,C3N-01510-21,,
4691,C3N-01764-22,,
4692,C3N-01212-23,,
4693,C3L-02408-23,,
4694,C3L-02746-22,,
4695,C3L-00898-25,,
4696,C3L-05571-23,,
4697,C3N-02635-25,,
4698,C3N-02972-26,,
4699,C3N-00322-22,,
4700,C3L-01925-28,,
4701,C3L-01248-22,,
4702,C3N-02247-22,,
4703,C3N-01825-21,,
4704,C3L-01064-24,,
4705,C3L-00780-26,,
4706,C3L-03467-22,,
4707,C3N-01847-22,,
4708,C3L-01599-23,,
4709,C3N-00334-21,,
4710,C3L-02744-25,,
4711,C3L-02990-24,,
4712,C3N-00859-23,,
4713,C3L-00098-21,,
4714,C3N-00729-27,,
4715,C3N-01761-25,,
4716,C3N-02061-22,,
4717,C3N-00324-23,,
4718,C3L-01284-26,,
4719,C3L-00356-22,,
4720,C3N-01821-21,,
4721,C3N-00377-22,,
4722,C3N-00321-21,,
4723,C3L-05849-23,,
4724,C3N-00848-23,,
4725,C3L-00361-22,,
4726,C3L-00601-21,,
4727,C3L-01257-22,,
4728,C3N-02631-25,,
4729,C3N-02972-21,,
4730,C3N-00328-26,,
4731,C3N-00859-24,,
4732,C3L-02741-21,,
4733,C3N-01219-22,,
4734,C3L-02545-21,,
4735,C3L-01913-26,,
4736,C3N-00872-24,,
4737,C3N-02271-23,,
4738,C3N-00333-28,,
4739,C3L-00008-21,,
4740,C3N-01510-22,,
4741,C3L-00921-23,,
4742,C3N-00335-27,,
4743,C3N-00379-22,,
4744,C3L-00143-26,,
4745,C3L-02384-21,,
4746,C3L-00921-26,,
4747,C3N-01874-21,,
4748,C3N-00859-22,,
4749,C3L-02741-22,,
4750,C3L-00781-25,,
4751,C3L-02353-26,,
4752,C3N-01761-21,,
4753,C3N-01520-26,,
4754,C3N-01847-21,,
4755,C3L-00781-27,,
4756,C3L-00601-23,,
4757,C3N-02337-21,,
4758,C3L-02411-27,,
4759,C3L-01256-21,,
4760,C3N-01830-22,,
4761,C3L-03467-23,,
4762,C3L-01672-21,,
4763,C3N-01211-26,,
4764,C3N-00836-26,,
4765,C3L-00943-22,,
4766,C3N-01529-22,,
4767,C3L-01355-26,,
4768,C3L-00932-22,,
4769,C3N-00729-22,,
4770,C3N-00383-22,,
4771,C3N-01079-23,,
4772,C3L-02555-26,,
4773,C3L-00905-23,,
4774,C3L-00136-22,,
4775,C3N-00340-22,,
4776,C3L-02357-22,,
4777,C3L-00032-21,,
4778,C3L-02990-26,,
4779,C3N-00377-23,,
4780,C3L-01749-22,,
4781,C3N-02635-21,,
4782,C3L-00161-23,,
4783,C3N-01802-26,,
4784,C3N-00333-23,,
4785,C3L-01840-22,,
4786,C3N-02249-23,,
4787,C3N-02595-21,,
4788,C3L-02468-23,,
4789,C3L-01631-21,,
4790,C3N-00847-22,,
4791,C3N-00755-22,,
4792,C3N-01876-21,,
4793,C3N-02782-21,,
4794,C3N-02786-23,,
4795,C3L-04838-22,,
4796,C3L-02707-25,,
4797,C3L-01155-21,,
4798,C3L-02706-22,,
4799,C3L-02644-24,,
