,train,val,test
C3L-02606-24,True,False,False
C3L-01328-22,True,False,False
C3L-01054-23,True,False,False
C3L-01160-25,True,False,False
C3L-00277-21,True,False,False
C3L-01637-22,True,False,False
C3L-00189-21,True,False,False
C3L-01158-21,True,False,False
C3L-00277-23,True,False,False
C3N-03426-24,True,False,False
C3L-01053-23,True,False,False
C3N-03854-21,True,False,False
C3N-04119-23,True,False,False
C3L-04479-22,True,False,False
C3N-00249-21,True,False,False
C3N-01382-22,True,False,False
C3L-01689-24,True,False,False
C3N-02944-23,True,False,False
C3N-01012-21,True,False,False
C3N-03426-21,True,False,False
C3L-02109-22,True,False,False
C3N-03439-22,True,False,False
C3L-01052-21,True,False,False
C3N-01997-21,True,False,False
C3L-02112-24,True,False,False
C3N-00516-25,True,False,False
C3N-01165-23,True,False,False
C3L-00598-23,True,False,False
C3N-02592-25,True,False,False
C3N-01379-22,True,False,False
C3N-00303-21,True,False,False
C3L-04473-22,True,False,False
C3L-01124-22,True,False,False
C3L-02463-21,True,False,False
C3N-00511-23,True,False,False
C3L-04080-24,True,False,False
C3N-03440-21,True,False,False
C3L-02613-22,True,False,False
C3N-02590-21,True,False,False
C3L-02115-26,True,False,False
C3N-00517-25,True,False,False
C3L-03126-23,True,False,False
C3L-00881-22,True,False,False
C3L-02613-21,True,False,False
C3N-02069-23,True,False,False
C3L-01702-24,True,False,False
C3L-02116-24,True,False,False
C3L-00640-23,True,False,False
C3L-01637-23,True,False,False
C3N-02997-21,True,False,False
C3L-00395-23,True,False,False
C3L-02610-23,True,False,False
C3L-04080-21,True,False,False
C3L-04080-22,True,False,False
C3L-04475-22,True,False,False
C3L-03628-28,True,False,False
C3L-02115-27,True,False,False
C3L-00599-22,True,False,False
C3N-04158-23,True,False,False
C3L-02852-21,True,False,False
C3L-01601-23,True,False,False
C3L-01038-23,True,False,False
C3L-03956-21,True,False,False
C3N-03221-23,True,False,False
C3N-03096-27,True,False,False
C3L-02203-21,True,False,False
C3L-02103-23,True,False,False
C3L-03197-21,True,False,False
C3N-03214-21,True,False,False
C3N-00843-22,True,False,False
C3L-06162-21,True,False,False
C3N-00645-26,True,False,False
C3N-02340-26,True,False,False
C3L-00567-21,True,False,False
C3L-01059-24,True,False,False
C3N-02064-22,True,False,False
C3L-01706-27,True,False,False
C3N-01523-21,True,False,False
C3N-01534-27,True,False,False
C3N-03221-24,True,False,False
C3L-05501-23,True,False,False
C3N-03214-23,True,False,False
C3L-01883-22,True,False,False
C3N-03615-21,True,False,False
C3L-01059-25,True,False,False
C3N-03236-23,True,False,False
C3L-04492-22,True,False,False
C3L-02533-22,True,False,False
C3N-02334-26,True,False,False
C3N-00853-22,True,False,False
C3N-04164-24,True,False,False
C3N-03221-25,True,False,False
C3N-03208-23,True,False,False
C3N-02038-22,True,False,False
C3L-04202-24,True,False,False
C3N-00855-21,True,False,False
C3N-01532-22,True,False,False
C3L-05856-22,True,False,False
C3L-04492-21,True,False,False
C3L-04202-26,True,False,False
C3N-03615-26,True,False,False
C3N-01534-21,True,False,False
C3L-03166-22,True,False,False
C3L-03641-22,True,False,False
C3N-03615-22,True,False,False
C3L-02213-21,True,False,False
C3N-00843-23,True,False,False
C3L-01059-27,True,False,False
C3L-05041-22,True,False,False
C3L-02103-22,True,False,False
C3L-05505-24,True,False,False
C3N-03489-23,True,False,False
C3N-03236-26,True,False,False
C3N-00855-23,True,False,False
C3L-03200-22,True,False,False
C3L-01706-24,True,False,False
C3N-03489-22,True,False,False
C3N-01534-22,True,False,False
C3L-01551-22,True,False,False
C3L-02103-24,True,False,False
C3L-01056-21,True,False,False
C3N-03227-21,True,False,False
C3L-02630-22,True,False,False
C3L-03960-22,True,False,False
C3N-03232-26,True,False,False
C3N-00754-23,True,False,False
C3L-02359-23,True,False,False
C3L-04725-25,True,False,False
C3L-06162-22,True,False,False
C3L-01883-23,True,False,False
C3L-05852-21,True,False,False
C3L-05564-24,True,False,False
C3L-01574-22,True,False,False
C3N-03230-23,True,False,False
C3L-03253-22,True,False,False
C3L-06162-24,True,False,False
C3L-04349-23,True,False,False
C3L-02103-25,True,False,False
C3L-05501-22,True,False,False
C3N-02034-22,True,False,False
C3L-03953-21,True,False,False
C3L-01601-26,True,False,False
C3L-04204-25,True,False,False
C3N-02034-26,True,False,False
C3N-00171-24,True,False,False
C3N-04158-22,True,False,False
C3L-01883-21,True,False,False
C3N-02334-22,True,False,False
C3L-04204-24,True,False,False
C3L-01914-22,True,False,False
C3L-02359-26,True,False,False
C3N-00853-21,True,False,False
C3L-01914-23,True,False,False
C3L-05501-24,True,False,False
C3L-04203-27,True,False,False
C3L-04725-21,True,False,False
C3N-01523-22,True,False,False
C3N-04158-26,True,False,False
C3L-01601-22,True,False,False
C3N-03087-23,True,False,False
C3L-03641-24,True,False,False
C3N-03914-23,True,False,False
C3N-00171-23,True,False,False
C3L-05023-25,True,False,False
C3L-01466-21,True,False,False
C3L-03647-22,True,False,False
C3L-02846-22,True,False,False
C3L-03647-26,True,False,False
C3N-02722-26,True,False,False
C3N-03227-22,True,False,False
C3N-00754-24,True,False,False
C3N-03068-22,True,False,False
C3L-04349-24,True,False,False
C3N-02038-21,True,False,False
C3L-04203-21,True,False,False
C3L-02359-21,True,False,False
C3L-01914-21,True,False,False
C3L-05505-22,True,False,False
C3N-00645-27,True,False,False
C3N-03096-22,True,False,False
C3L-05856-21,True,False,False
C3L-00029-21,True,False,False
C3N-02340-22,True,False,False
C3L-05023-24,True,False,False
C3L-00564-22,True,False,False
C3L-04202-21,True,False,False
C3N-02722-23,True,False,False
C3L-05023-22,True,False,False
C3N-02334-23,True,False,False
C3N-03096-24,True,False,False
C3N-03221-26,True,False,False
C3N-00754-21,True,False,False
C3L-05852-24,True,False,False
C3N-02064-23,True,False,False
C3N-02034-21,True,False,False
C3L-05564-21,True,False,False
C3L-05505-25,True,False,False
C3L-00035-21,True,False,False
C3N-00853-23,True,False,False
C3N-03489-26,True,False,False
C3L-03960-21,True,False,False
C3L-01056-26,True,False,False
C3L-04725-22,True,False,False
C3N-01534-26,True,False,False
C3L-00567-26,True,False,False
C3L-06162-23,True,False,False
C3N-03230-21,True,False,False
C3L-05564-22,True,False,False
C3N-01534-23,True,False,False
C3L-03641-21,True,False,False
C3N-03096-23,True,False,False
C3L-03641-23,True,False,False
C3N-02722-24,True,False,False
C3N-00645-21,True,False,False
C3L-03641-25,True,False,False
C3L-02846-21,True,False,False
C3N-04164-21,True,False,False
C3N-00843-21,True,False,False
C3L-04492-23,True,False,False
C3L-01038-21,True,False,False
C3L-00564-21,True,False,False
C3N-02064-26,True,False,False
C3N-01535-22,True,False,False
C3N-00645-24,True,False,False
C3L-00035-26,True,False,False
C3L-02203-22,True,False,False
C3L-05041-21,True,False,False
C3L-04349-25,True,False,False
C3L-02213-22,True,False,False
C3N-03068-23,True,False,False
C3N-00754-25,True,False,False
C3N-02722-22,True,False,False
C3L-05505-21,True,False,False
C3L-01574-27,True,False,False
C3L-03196-21,True,False,False
C3N-03615-23,True,False,False
C3L-05023-26,True,False,False
C3L-04349-21,True,False,False
C3L-00567-22,True,False,False
C3L-00564-23,True,False,False
C3N-03230-26,True,False,False
C3N-01535-23,True,False,False
C3N-04158-21,True,False,False
C3L-02851-22,True,False,False
C3N-03208-22,True,False,False
C3N-00853-26,True,False,False
C3N-02934-22,True,False,False
C3N-03096-21,True,False,False
C3L-02630-21,True,False,False
C3L-04201-21,True,False,False
C3N-03096-28,True,False,False
C3L-05501-21,True,False,False
C3L-03641-26,True,False,False
C3N-00855-22,True,False,False
C3N-03236-22,True,False,False
C3N-03232-22,True,False,False
C3N-01523-26,True,False,False
C3N-03914-26,True,False,False
C3N-00855-26,True,False,False
C3N-03232-23,True,False,False
C3N-03087-22,True,False,False
C3L-02630-23,True,False,False
C3N-02064-21,True,False,False
C3N-03208-21,True,False,False
C3N-00171-27,True,False,False
C3L-01056-27,True,False,False
C3L-03403-26,True,False,False
C3N-03232-21,True,False,False
C3N-01002-25,True,False,False
C3L-03253-21,True,False,False
C3L-03198-21,True,False,False
C3N-02034-23,True,False,False
C3N-02942-21,True,False,False
C3L-03366-23,True,False,False
C3N-00754-22,True,False,False
C3N-03087-21,True,False,False
C3L-03647-24,True,False,False
C3L-03647-23,True,False,False
C3L-03166-21,True,False,False
C3L-01574-24,True,False,False
C3N-01532-23,True,False,False
C3L-04725-24,True,False,False
C3L-04492-24,True,False,False
C3N-02934-23,True,False,False
C3N-03230-22,True,False,False
C3L-02533-24,True,False,False
C3N-03221-22,True,False,False
C3N-03236-21,True,False,False
C3N-02340-23,True,False,False
C3N-00171-26,True,False,False
C3N-00171-21,True,False,False
C3L-04203-24,True,False,False
C3N-00645-22,True,False,False
C3L-05564-23,True,False,False
C3N-01532-26,True,False,False
C3N-03096-25,True,False,False
C3L-01574-28,True,False,False
C3N-03914-22,True,False,False
C3L-05507-27,True,False,False
C3N-00843-26,True,False,False
C3L-01574-23,True,False,False
C3L-03366-26,True,False,False
C3L-03196-22,True,False,False
C3L-03366-25,True,False,False
C3N-00875-21,True,False,False
C3N-00645-23,True,False,False
C3N-03214-22,True,False,False
C3N-03096-26,True,False,False
C3L-04349-22,True,False,False
C3L-01601-21,True,False,False
C3N-02934-21,True,False,False
C3N-03068-21,True,False,False
C3N-03227-26,True,False,False
C3L-03551-21,True,False,False
C3L-02851-21,True,False,False
C3L-04492-26,True,False,False
C3L-02630-25,True,False,False
C3L-05507-28,True,False,False
C3L-02359-22,True,False,False
C3N-02334-21,True,False,False
C3L-01574-25,True,False,False
C3L-04725-23,True,False,False
C3L-05023-23,True,False,False
C3N-04164-23,True,False,False
C3N-02038-23,True,False,False
C3N-03489-21,True,False,False
C3L-04201-27,True,False,False
C3L-01064-25,True,False,False
C3L-02545-23,True,False,False
C3L-02802-21,True,False,False
C3L-01633-22,True,False,False
C3N-01346-23,True,False,False
C3N-02244-25,True,False,False
C3L-00563-22,True,False,False
C3N-01079-24,True,False,False
C3N-01510-23,True,False,False
C3N-02030-26,True,False,False
C3N-01003-21,True,False,False
C3L-00145-26,True,False,False
C3N-01219-26,True,False,False
C3L-02741-23,True,False,False
C3L-02119-21,True,False,False
C3N-00324-25,True,False,False
C3N-00858-21,True,False,False
C3N-01830-21,True,False,False
C3N-01342-22,True,False,False
C3L-03589-23,True,False,False
C3N-00326-26,True,False,False
C3N-02678-21,True,False,False
C3L-00921-22,True,False,False
C3N-02436-22,True,False,False
C3N-00377-25,True,False,False
C3L-00361-26,True,False,False
C3N-01764-25,True,False,False
C3L-02216-21,True,False,False
C3N-01843-21,True,False,False
C3L-01282-26,True,False,False
C3N-01880-25,True,False,False
C3N-00836-21,True,False,False
C3N-02978-22,True,False,False
C3N-00520-21,True,False,False
C3N-00880-23,True,False,False
C3N-02437-21,True,False,False
C3L-03467-21,True,False,False
C3N-00326-24,True,False,False
C3L-00157-22,True,False,False
C3L-00098-22,True,False,False
C3N-00753-27,True,False,False
C3N-00339-23,True,False,False
C3L-02894-22,True,False,False
C3N-00377-21,True,False,False
C3N-01349-22,True,False,False
C3N-02296-22,True,False,False
C3N-01520-22,True,False,False
C3N-01874-23,True,False,False
C3L-02800-21,True,False,False
C3L-00358-22,True,False,False
C3L-02119-28,True,False,False
C3N-01521-26,True,False,False
C3L-02403-21,True,False,False
C3L-00781-24,True,False,False
C3N-01007-21,True,False,False
C3N-02437-27,True,False,False
C3L-02557-22,True,False,False
C3L-00161-27,True,False,False
C3N-02678-22,True,False,False
C3N-00755-24,True,False,False
C3L-01355-21,True,False,False
C3N-01843-22,True,False,False
C3L-02403-22,True,False,False
C3L-01967-22,True,False,False
C3N-01172-21,True,False,False
C3L-00137-26,True,False,False
C3L-00156-21,True,False,False
C3N-01821-26,True,False,False
C3L-01604-22,True,False,False
C3L-02990-21,True,False,False
C3N-02635-22,True,False,False
C3L-00905-22,True,False,False
C3N-02972-22,True,False,False
C3N-02028-22,True,False,False
C3N-01212-21,True,False,False
C3N-01211-27,True,False,False
C3N-02062-22,True,False,False
C3L-01633-23,True,False,False
C3L-02747-23,True,False,False
C3L-02408-21,True,False,False
C3N-00328-21,True,False,False
C3N-01875-21,True,False,False
C3N-00334-23,True,False,False
C3N-00339-21,True,False,False
C3L-02953-21,True,False,False
C3N-00847-21,True,False,False
C3L-00449-21,True,False,False
C3L-02347-26,True,False,False
C3L-03264-24,True,False,False
C3N-00335-28,True,False,False
C3L-01247-21,True,False,False
C3N-00328-28,True,False,False
C3N-00151-22,True,False,False
C3N-00321-27,True,False,False
C3L-00961-22,True,False,False
C3L-02990-25,True,False,False
C3N-00151-23,True,False,False
C3N-00155-27,True,False,False
C3N-00866-22,True,False,False
C3L-00090-21,True,False,False
C3N-01873-21,True,False,False
C3L-01833-22,True,False,False
C3N-00151-26,True,False,False
C3N-00337-23,True,False,False
C3L-00781-28,True,False,False
C3N-03044-26,True,False,False
C3N-02061-26,True,False,False
C3N-02979-21,True,False,False
C3N-01802-21,True,False,False
C3N-01346-25,True,False,False
C3N-00866-24,True,False,False
C3N-00377-24,True,False,False
C3L-00156-22,True,False,False
C3L-02382-30,True,False,False
C3N-02947-23,True,False,False
C3N-02639-21,True,False,False
C3N-02298-25,True,False,False
C3N-01848-23,True,False,False
C3N-02637-25,True,False,False
C3N-01537-26,True,False,False
C3N-02244-21,True,False,False
C3L-02354-21,True,False,False
C3N-00339-24,True,False,False
C3N-00732-23,True,False,False
C3N-01880-23,True,False,False
C3L-05848-21,True,False,False
C3L-02389-22,True,False,False
C3N-00155-22,True,False,False
C3N-00389-26,True,False,False
C3L-02357-21,True,False,False
C3L-00963-22,True,False,False
C3N-02027-21,True,False,False
C3L-02449-26,True,False,False
C3N-02244-22,True,False,False
C3L-01304-22,True,False,False
C3L-02121-22,True,False,False
C3N-00386-22,True,False,False
C3N-00732-26,True,False,False
C3N-00389-21,True,False,False
C3N-02028-21,True,False,False
C3L-00961-21,True,False,False
C3N-00386-21,True,False,False
C3L-02119-22,True,False,False
C3N-00750-30,True,False,False
C3N-01830-26,True,False,False
C3L-01284-21,True,False,False
C3N-00321-28,True,False,False
C3L-00946-21,True,False,False
C3L-02382-27,True,False,False
C3N-00753-29,True,False,False
C3L-02746-24,True,False,False
C3N-01765-21,True,False,False
C3N-00743-24,True,False,False
C3N-02012-21,True,False,False
C3L-02382-28,True,False,False
C3L-01967-21,True,False,False
C3N-00520-25,True,False,False
C3N-00860-24,True,False,False
C3N-01529-21,True,False,False
C3N-00322-24,True,False,False
C3L-00943-21,True,False,False
C3L-00947-22,True,False,False
C3L-00770-22,True,False,False
C3L-02746-23,True,False,False
C3N-01079-22,True,False,False
C3L-01631-26,True,False,False
C3L-01246-22,True,False,False
C3N-00858-25,True,False,False
C3N-01874-25,True,False,False
C3L-01967-24,True,False,False
C3L-02119-27,True,False,False
C3L-02746-21,True,False,False
C3L-00932-21,True,False,False
C3L-01253-22,True,False,False
C3N-00334-27,True,False,False
C3L-00938-21,True,False,False
C3L-02384-22,True,False,False
C3L-02389-21,True,False,False
C3L-02802-23,True,False,False
C3L-01729-21,True,False,False
C3L-01282-21,True,False,False
C3L-00362-22,True,False,False
C3N-00732-21,True,False,False
C3N-02030-22,True,False,False
C3L-01967-26,True,False,False
C3L-02468-26,True,False,False
C3L-00139-21,True,False,False
C3L-00601-22,True,False,False
C3N-01525-22,True,False,False
C3L-05848-24,True,False,False
C3L-00161-22,True,False,False
C3L-01275-22,True,False,False
C3N-00339-22,True,False,False
C3N-01212-22,True,False,False
C3N-01877-25,True,False,False
C3N-00155-23,True,False,False
C3L-03152-21,True,False,False
C3L-00767-22,True,False,False
C3N-02372-23,True,False,False
C3N-00520-23,True,False,False
C3N-00337-26,True,False,False
C3N-00850-21,True,False,False
C3N-01212-26,True,False,False
C3N-01219-23,True,False,False
C3L-02392-22,True,False,False
C3N-00850-26,True,False,False
C3N-02972-27,True,False,False
C3L-02448-21,True,False,False
C3L-01639-21,True,False,False
C3N-00520-22,True,False,False
C3N-01079-26,True,False,False
C3N-02027-26,True,False,False
C3N-03767-21,True,False,False
C3N-01529-26,True,False,False
C3N-00753-30,True,False,False
C3N-00729-21,True,False,False
C3L-01925-22,True,False,False
C3L-00898-26,True,False,False
C3L-00413-26,True,False,False
C3L-02744-21,True,False,False
C3L-02347-22,True,False,False
C3L-02357-23,True,False,False
C3N-00859-21,True,False,False
C3L-01304-26,True,False,False
C3L-01249-22,True,False,False
C3L-02602-23,True,False,False
C3N-00328-22,True,False,False
C3N-01003-25,True,False,False
C3L-00356-21,True,False,False
C3L-02125-24,True,False,False
C3N-00872-25,True,False,False
C3N-02636-25,True,False,False
C3N-00755-21,True,False,False
C3N-01526-21,True,False,False
C3L-00771-21,True,False,False
C3L-00898-23,True,False,False
C3N-01876-25,True,False,False
C3L-00161-21,True,False,False
C3N-01871-25,True,False,False
C3L-02121-27,True,False,False
C3N-02337-22,True,False,False
C3L-01744-22,True,False,False
C3L-01840-23,True,False,False
C3L-00145-22,True,False,False
C3N-01521-22,True,False,False
C3L-01304-21,True,False,False
C3L-02557-21,True,False,False
C3N-01510-26,True,False,False
C3N-00200-21,True,False,False
C3N-02247-21,True,False,False
C3L-01256-22,True,False,False
C3N-01217-23,True,False,False
C3N-01525-23,True,False,False
C3N-00324-24,True,False,False
C3N-02947-22,True,False,False
C3N-00836-24,True,False,False
C3L-02744-24,True,False,False
C3N-00334-25,True,False,False
C3N-00151-24,True,False,False
C3L-01864-26,True,False,False
C3L-01355-22,True,False,False
C3N-01526-22,True,False,False
C3L-02382-29,True,False,False
C3N-01217-26,True,False,False
C3N-02976-26,True,False,False
C3N-00850-22,True,False,False
C3L-02411-25,True,False,False
C3N-02061-21,True,False,False
C3N-01211-23,True,False,False
C3L-05571-21,True,False,False
C3L-01864-23,True,False,False
C3N-00326-21,True,False,False
C3N-00386-23,True,False,False
C3L-02468-24,True,False,False
C3N-02062-26,True,False,False
C3N-00334-28,True,False,False
C3L-00086-21,True,False,False
C3L-02119-25,True,False,False
C3N-03044-25,True,False,False
C3L-00362-21,True,False,False
C3L-01749-21,True,False,False
C3L-02802-24,True,False,False
C3L-00601-26,True,False,False
C3N-01267-24,True,False,False
C3N-01875-22,True,False,False
C3L-02119-24,True,False,False
C3N-02595-25,True,False,False
C3L-00145-21,True,False,False
C3N-00340-26,True,False,False
C3N-01526-23,True,False,False
C3N-01267-22,True,False,False
C3L-02354-22,True,False,False
C3N-01521-21,True,False,False
C3N-02947-21,True,False,False
C3L-02747-21,True,False,False
C3L-00781-26,True,False,False
C3L-02747-22,True,False,False
C3L-01639-26,True,False,False
C3N-02027-23,True,False,False
C3L-02545-26,True,False,False
C3L-01599-26,True,False,False
C3N-00337-28,True,False,False
C3L-05849-22,True,False,False
C3L-02353-21,True,False,False
C3N-02632-26,True,False,False
C3N-02244-23,True,False,False
C3L-02125-26,True,False,False
C3L-00942-21,True,False,False
C3N-00337-22,True,False,False
C3L-00563-23,True,False,False
C3N-00388-21,True,False,False
C3L-01668-21,True,False,False
C3L-03152-22,True,False,False
C3N-00340-24,True,False,False
C3L-02545-22,True,False,False
C3N-00379-23,True,False,False
C3N-00326-28,True,False,False
C3N-00858-24,True,False,False
C3L-03264-26,True,False,False
C3N-00335-24,True,False,False
C3N-00326-27,True,False,False
C3N-03044-22,True,False,False
C3N-02253-26,True,False,False
C3N-00326-25,True,False,False
C3L-01664-22,True,False,False
C3N-01537-21,True,False,False
C3L-02990-27,True,False,False
C3N-00386-27,True,False,False
C3N-02372-21,True,False,False
C3N-00328-27,True,False,False
C3L-03264-21,True,False,False
C3N-02598-23,True,False,False
C3L-02125-25,True,False,False
C3N-01001-23,True,False,False
C3L-01633-21,True,False,False
C3N-01267-26,True,False,False
C3L-05849-21,True,False,False
C3L-00780-22,True,False,False
C3L-02448-26,True,False,False
C3N-02302-22,True,False,False
C3N-01008-22,True,False,False
C3L-02602-26,True,False,False
C3L-02744-22,True,False,False
C3L-00946-22,True,False,False
C3L-01664-26,True,False,False
C3L-01252-21,True,False,False
C3L-00008-26,True,False,False
C3N-02249-24,True,False,False
C3L-00781-23,True,False,False
C3L-02802-25,True,False,False
C3L-00942-22,True,False,False
C3N-00388-23,True,False,False
C3L-02125-28,True,False,False
C3L-02602-21,True,False,False
C3L-00006-21,True,False,False
C3L-00767-21,True,False,False
C3L-00586-26,True,False,False
C3N-02947-26,True,False,False
C3N-01873-25,True,False,False
C3N-00322-26,True,False,False
C3L-00136-23,True,False,False
C3L-01864-21,True,False,False
C3L-01311-21,True,False,False
C3L-02408-25,True,False,False
C3L-01307-26,True,False,False
C3N-00383-28,True,False,False
C3N-00379-26,True,False,False
C3N-01217-22,True,False,False
C3N-02028-26,True,False,False
C3L-00898-24,True,False,False
C3N-00322-27,True,False,False
C3N-00335-25,True,False,False
C3L-02357-26,True,False,False
C3N-00850-23,True,False,False
C3N-00743-21,True,False,False
C3N-00333-26,True,False,False
C3L-02409-21,True,False,False
C3N-00321-26,True,False,False
C3L-05571-26,True,False,False
C3L-03594-24,True,False,False
C3L-00780-23,True,False,False
C3N-00389-27,True,False,False
C3N-00743-23,True,False,False
C3N-00326-23,True,False,False
C3L-00586-23,True,False,False
C3L-02746-25,True,False,False
C3N-00324-22,True,False,False
C3N-00335-23,True,False,False
C3N-00389-22,True,False,False
C3L-01277-22,True,False,False
C3N-00847-23,True,False,False
C3N-00847-26,True,False,False
C3N-00866-21,True,False,False
C3N-00324-21,True,False,False
C3N-00155-26,True,False,False
C3N-00335-21,True,False,False
C3N-01765-25,True,False,False
C3N-00321-23,True,False,False
C3L-05571-22,True,False,False
C3N-00339-28,True,False,False
C3L-00362-26,True,False,False
C3N-00858-23,True,False,False
C3L-02347-21,True,False,False
C3L-02411-22,True,False,False
C3L-00563-26,True,False,False
C3N-00333-22,True,False,False
C3N-00755-23,True,False,False
C3N-00321-22,True,False,False
C3N-00734-23,True,False,False
C3L-00586-22,True,False,False
C3N-02062-21,True,False,False
C3L-02121-23,True,False,False
C3N-01847-26,True,False,False
C3L-01311-26,True,False,False
C3L-01312-22,True,False,False
C3N-00151-21,True,False,False
C3L-03589-24,True,False,False
C3L-02216-26,True,False,False
C3N-01525-21,True,False,False
C3L-00769-21,True,False,False
C3N-00388-26,True,False,False
C3L-01739-22,True,False,False
C3N-00334-26,True,False,False
C3L-01312-26,True,False,False
C3L-01252-22,True,False,False
C3L-02802-22,True,False,False
C3L-01732-22,True,False,False
C3N-00858-22,True,False,False
C3N-01878-22,True,False,False
C3N-02436-26,True,False,False
C3N-01521-23,True,False,False
C3N-02061-23,True,False,False
C3N-01211-22,True,False,False
C3N-00323-27,True,False,False
C3L-01833-21,True,False,False
C3L-02990-23,True,False,False
C3N-02372-26,True,False,False
C3L-01064-22,True,False,False
C3L-00032-26,True,False,False
C3L-01631-23,True,False,False
C3L-02802-26,True,False,False
C3L-02399-21,True,False,False
C3L-01307-21,True,False,False
C3L-02121-26,True,False,False
C3L-01739-21,True,False,False
C3N-00743-22,True,False,False
C3L-02468-22,True,False,False
C3N-00328-23,True,False,False
C3L-00898-22,True,False,False
C3N-00322-28,True,False,False
C3L-00780-27,True,False,False
C3L-00605-21,True,False,False
C3N-00383-25,True,False,False
C3N-00323-28,True,False,False
C3L-02119-23,True,False,False
C3N-01079-27,True,False,False
C3N-00337-25,True,False,False
C3L-01355-23,True,False,False
C3N-00200-22,True,False,False
C3L-01275-21,True,False,False
C3N-02437-22,True,False,False
C3N-00388-22,True,False,False
C3N-00340-23,True,False,False
C3N-02030-21,True,False,False
C3N-02027-22,True,False,False
C3L-01732-21,True,False,False
C3L-00769-22,True,False,False
C3N-01349-21,True,False,False
C3N-02437-26,True,False,False
C3N-02636-22,True,False,False
C3N-01848-22,True,False,False
C3N-00151-27,True,False,False
C3N-01267-21,True,False,False
C3L-05849-24,True,False,False
C3L-01925-23,True,False,False
C3N-00383-23,True,False,False
C3N-00322-23,True,False,False
C3N-03415-21,True,False,False
C3L-03143-26,True,False,False
C3L-02468-21,True,False,False
C3L-00156-26,True,False,False
C3N-02976-22,True,False,False
C3N-01537-22,True,False,False
C3L-02449-21,True,False,False
C3N-01525-26,True,False,False
C3N-01341-22,True,False,False
C3L-00962-22,True,False,False
C3L-01307-23,True,False,False
C3L-03467-24,True,False,False
C3N-00328-24,True,False,False
C3N-01211-21,True,False,False
C3N-02972-23,True,False,False
C3N-00155-24,True,False,False
C3L-02557-26,True,False,False
C3N-02253-30,True,False,False
C3N-02595-22,True,False,False
C3L-02121-25,True,False,False
C3N-02789-21,True,False,False
C3N-00383-27,True,False,False
C3N-00340-21,True,False,False
C3N-02337-26,True,False,False
C3L-01249-21,True,False,False
C3N-01001-25,True,False,False
C3N-02337-23,True,False,False
C3N-01171-21,True,False,False
C3N-02247-25,True,False,False
C3N-02436-27,True,False,False
C3L-00006-26,True,False,False
C3L-00898-28,True,False,False
C3N-02436-21,True,False,False
C3L-01664-23,True,False,False
C3L-02412-23,True,False,False
C3N-01510-27,True,False,False
C3N-03044-21,True,False,False
C3N-00520-24,True,False,False
C3L-01246-21,True,False,False
C3N-00859-25,True,False,False
C3L-01664-21,True,False,False
C3N-03044-24,True,False,False
C3N-00848-26,True,False,False
C3N-01848-26,True,False,False
C3N-02274-26,True,False,False
C3L-02953-26,True,False,False
C3L-03594-21,True,False,False
C3N-01821-22,True,False,False
C3N-01765-24,True,False,False
C3L-02990-22,True,False,False
C3N-00324-28,True,False,False
C3L-01253-21,True,False,False
C3L-00358-26,True,False,False
C3L-02119-26,True,False,False
C3N-02062-23,True,False,False
C3L-00771-22,True,False,False
C3L-00918-21,True,False,False
C3L-00136-26,True,False,False
C3N-02253-27,True,False,False
C3N-00386-26,True,False,False
C3N-00334-24,True,False,False
C3L-02408-27,True,False,False
C3L-01274-21,True,False,False
C3N-00866-23,True,False,False
C3L-00086-26,True,False,False
C3L-00361-21,True,False,False
C3L-00780-25,True,False,False
C3N-02302-27,True,False,False
C3N-01878-21,True,False,False
C3N-02028-23,True,False,False
C3L-00770-21,True,False,False
C3N-01825-22,True,False,False
C3L-02409-23,True,False,False
C3N-02639-22,True,False,False
C3L-00161-24,True,False,False
C3L-01312-21,True,False,False
C3N-01520-23,True,False,False
C3N-01821-23,True,False,False
C3N-03005-23,True,False,False
C3N-02298-22,True,False,False
C3L-00358-21,True,False,False
C3L-02409-27,True,False,False
C3N-01843-23,True,False,False
C3L-00137-23,True,False,False
C3N-01848-21,True,False,False
C3N-00337-27,True,False,False
C3N-01875-25,True,False,False
C3N-02372-22,True,False,False
C3L-02412-25,True,False,False
C3L-02392-21,True,False,False
C3L-03143-21,True,False,False
C3L-01604-23,True,False,False
C3L-03264-25,True,False,False
C3L-00938-22,True,False,False
C3N-01526-26,True,False,False
C3N-00389-24,True,False,False
C3N-00326-22,True,False,False
C3L-01604-26,True,False,False
C3N-00339-25,True,False,False
C3N-02030-23,True,False,False
C3L-02411-24,True,False,False
C3N-01825-26,True,False,False
C3L-01668-26,True,False,False
C3N-02632-25,True,False,False
C3N-00337-21,True,False,False
C3L-02602-22,True,False,False
C3L-01355-24,True,False,False
C3L-01307-22,True,False,False
C3N-00388-24,True,False,False
C3L-02125-27,True,False,False
C3L-00161-28,True,False,False
C3L-01864-22,True,False,False
C3L-01604-21,True,False,False
C3L-00449-26,True,False,False
C3L-01248-21,True,False,False
C3L-02395-21,True,False,False
C3N-02637-21,True,False,False
C3N-01878-25,True,False,False
C3L-02412-27,True,False,False
C3N-00323-21,True,False,False
C3N-00322-25,True,False,False
C3L-02121-28,True,False,False
C3N-00339-27,True,False,False
C3L-00781-22,True,False,False
C3N-00383-24,True,False,False
C3L-02744-23,True,False,False
C3N-01537-23,True,False,False
C3N-01219-21,True,False,False
